Antall datapunkter: 10201
X: -5.000, Y: -5.000, Z: 50.000, dx: -9.900, dy: -9.900, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -3.200, Z: 29.600, dx: -8.700, dy: -6.300, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -3.100, Z: 28.970, dx: -8.700, dy: -6.100, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -3.000, Z: 28.360, dx: -8.700, dy: -5.900, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -2.900, Z: 27.770, dx: -8.700, dy: -5.700, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -2.800, Z: 27.200, dx: -8.700, dy: -5.500, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -2.700, Z: 26.650, dx: -8.700, dy: -5.300, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -2.600, Z: 26.120, dx: -8.700, dy: -5.100, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -2.500, Z: 25.610, dx: -8.700, dy: -4.900, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -2.400, Z: 25.120, dx: -8.700, dy: -4.700, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -2.300, Z: 24.650, dx: -8.700, dy: -4.500, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -2.200, Z: 24.200, dx: -8.700, dy: -4.300, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -2.100, Z: 23.770, dx: -8.700, dy: -4.100, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -2.000, Z: 23.360, dx: -8.700, dy: -3.900, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -1.900, Z: 22.970, dx: -8.700, dy: -3.700, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -1.800, Z: 22.600, dx: -8.700, dy: -3.500, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -1.700, Z: 22.250, dx: -8.700, dy: -3.300, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -1.600, Z: 21.920, dx: -8.700, dy: -3.100, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -1.500, Z: 21.610, dx: -8.700, dy: -2.900, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -1.400, Z: 21.320, dx: -8.700, dy: -2.700, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -1.300, Z: 21.050, dx: -8.700, dy: -2.500, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -1.200, Z: 20.800, dx: -8.700, dy: -2.300, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -1.100, Z: 20.570, dx: -8.700, dy: -2.100, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -1.000, Z: 20.360, dx: -8.700, dy: -1.900, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -0.900, Z: 20.170, dx: -8.700, dy: -1.700, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -0.800, Z: 20.000, dx: -8.700, dy: -1.500, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -0.700, Z: 19.850, dx: -8.700, dy: -1.300, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -0.600, Z: 19.720, dx: -8.700, dy: -1.100, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -0.500, Z: 19.610, dx: -8.700, dy: -0.900, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -0.400, Z: 19.520, dx: -8.700, dy: -0.700, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -0.300, Z: 19.450, dx: -8.700, dy: -0.500, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -0.200, Z: 19.400, dx: -8.700, dy: -0.300, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: -0.100, Z: 19.370, dx: -8.700, dy: -0.100, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 0.000, Z: 19.360, dx: -8.700, dy: 0.100, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 0.100, Z: 19.370, dx: -8.700, dy: 0.300, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 0.200, Z: 19.400, dx: -8.700, dy: 0.500, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 0.300, Z: 19.450, dx: -8.700, dy: 0.700, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 0.400, Z: 19.520, dx: -8.700, dy: 0.900, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 0.500, Z: 19.610, dx: -8.700, dy: 1.100, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 0.600, Z: 19.720, dx: -8.700, dy: 1.300, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 0.700, Z: 19.850, dx: -8.700, dy: 1.500, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 0.800, Z: 20.000, dx: -8.700, dy: 1.700, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 0.900, Z: 20.170, dx: -8.700, dy: 1.900, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 1.000, Z: 20.360, dx: -8.700, dy: 2.100, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 1.100, Z: 20.570, dx: -8.700, dy: 2.300, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 1.200, Z: 20.800, dx: -8.700, dy: 2.500, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 1.300, Z: 21.050, dx: -8.700, dy: 2.700, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 1.400, Z: 21.320, dx: -8.700, dy: 2.900, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 1.500, Z: 21.610, dx: -8.700, dy: 3.100, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 1.600, Z: 21.920, dx: -8.700, dy: 3.300, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 1.700, Z: 22.250, dx: -8.700, dy: 3.500, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 1.800, Z: 22.600, dx: -8.700, dy: 3.700, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 1.900, Z: 22.970, dx: -8.700, dy: 3.900, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 2.000, Z: 23.360, dx: -8.700, dy: 4.100, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 2.100, Z: 23.770, dx: -8.700, dy: 4.300, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 2.200, Z: 24.200, dx: -8.700, dy: 4.500, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 2.300, Z: 24.650, dx: -8.700, dy: 4.700, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 2.400, Z: 25.120, dx: -8.700, dy: 4.900, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 2.500, Z: 25.610, dx: -8.700, dy: 5.100, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 2.600, Z: 26.120, dx: -8.700, dy: 5.300, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 2.700, Z: 26.650, dx: -8.700, dy: 5.500, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 2.800, Z: 27.200, dx: -8.700, dy: 5.700, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 2.900, Z: 27.770, dx: -8.700, dy: 5.900, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 3.000, Z: 28.360, dx: -8.700, dy: 6.100, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 3.100, Z: 28.970, dx: -8.700, dy: 6.300, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 3.200, Z: 29.600, dx: -8.700, dy: 6.500, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 3.300, Z: 30.250, dx: -8.700, dy: 6.700, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 3.400, Z: 30.920, dx: -8.700, dy: 6.900, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 3.500, Z: 31.610, dx: -8.700, dy: 7.100, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 3.600, Z: 32.320, dx: -8.700, dy: 7.300, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 3.700, Z: 33.050, dx: -8.700, dy: 7.500, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 3.800, Z: 33.800, dx: -8.700, dy: 7.700, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 3.900, Z: 34.570, dx: -8.700, dy: 7.900, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 4.000, Z: 35.360, dx: -8.700, dy: 8.100, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 4.100, Z: 36.170, dx: -8.700, dy: 8.300, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 4.200, Z: 37.000, dx: -8.700, dy: 8.500, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 4.300, Z: 37.850, dx: -8.700, dy: 8.700, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 4.400, Z: 38.720, dx: -8.700, dy: 8.900, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 4.500, Z: 39.610, dx: -8.700, dy: 9.100, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 4.600, Z: 40.520, dx: -8.700, dy: 9.300, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 4.700, Z: 41.450, dx: -8.700, dy: 9.500, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 4.800, Z: 42.400, dx: -8.700, dy: 9.700, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 4.900, Z: 43.370, dx: -8.700, dy: 9.900, r: 1.000, g: 0.000, b: 0.000
X: -4.400, Y: 5.000, Z: 44.360, dx: -8.700, dy: 10.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -5.000, Z: 43.490, dx: -8.500, dy: -9.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -4.900, Z: 42.500, dx: -8.500, dy: -9.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -4.800, Z: 41.530, dx: -8.500, dy: -9.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -4.700, Z: 40.580, dx: -8.500, dy: -9.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -4.600, Z: 39.650, dx: -8.500, dy: -9.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -4.500, Z: 38.740, dx: -8.500, dy: -8.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -4.400, Z: 37.850, dx: -8.500, dy: -8.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -4.300, Z: 36.980, dx: -8.500, dy: -8.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -4.200, Z: 36.130, dx: -8.500, dy: -8.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -4.100, Z: 35.300, dx: -8.500, dy: -8.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -4.000, Z: 34.490, dx: -8.500, dy: -7.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -3.900, Z: 33.700, dx: -8.500, dy: -7.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -3.800, Z: 32.930, dx: -8.500, dy: -7.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -3.700, Z: 32.180, dx: -8.500, dy: -7.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -3.600, Z: 31.450, dx: -8.500, dy: -7.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -3.500, Z: 30.740, dx: -8.500, dy: -6.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -3.400, Z: 30.050, dx: -8.500, dy: -6.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -3.300, Z: 29.380, dx: -8.500, dy: -6.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -3.200, Z: 28.730, dx: -8.500, dy: -6.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -3.100, Z: 28.100, dx: -8.500, dy: -6.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -3.000, Z: 27.490, dx: -8.500, dy: -5.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -2.900, Z: 26.900, dx: -8.500, dy: -5.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -2.800, Z: 26.330, dx: -8.500, dy: -5.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -2.700, Z: 25.780, dx: -8.500, dy: -5.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -2.600, Z: 25.250, dx: -8.500, dy: -5.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -2.500, Z: 24.740, dx: -8.500, dy: -4.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -2.400, Z: 24.250, dx: -8.500, dy: -4.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -2.300, Z: 23.780, dx: -8.500, dy: -4.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -2.200, Z: 23.330, dx: -8.500, dy: -4.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -2.100, Z: 22.900, dx: -8.500, dy: -4.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -2.000, Z: 22.490, dx: -8.500, dy: -3.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -1.900, Z: 22.100, dx: -8.500, dy: -3.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -1.800, Z: 21.730, dx: -8.500, dy: -3.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -1.700, Z: 21.380, dx: -8.500, dy: -3.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -1.600, Z: 21.050, dx: -8.500, dy: -3.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -1.500, Z: 20.740, dx: -8.500, dy: -2.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -1.400, Z: 20.450, dx: -8.500, dy: -2.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -1.300, Z: 20.180, dx: -8.500, dy: -2.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -1.200, Z: 19.930, dx: -8.500, dy: -2.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -1.100, Z: 19.700, dx: -8.500, dy: -2.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -1.000, Z: 19.490, dx: -8.500, dy: -1.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -0.900, Z: 19.300, dx: -8.500, dy: -1.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -0.800, Z: 19.130, dx: -8.500, dy: -1.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -0.700, Z: 18.980, dx: -8.500, dy: -1.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -0.600, Z: 18.850, dx: -8.500, dy: -1.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -0.500, Z: 18.740, dx: -8.500, dy: -0.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -0.400, Z: 18.650, dx: -8.500, dy: -0.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -0.300, Z: 18.580, dx: -8.500, dy: -0.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -0.200, Z: 18.530, dx: -8.500, dy: -0.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: -0.100, Z: 18.500, dx: -8.500, dy: -0.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 0.000, Z: 18.490, dx: -8.500, dy: 0.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 0.100, Z: 18.500, dx: -8.500, dy: 0.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 0.200, Z: 18.530, dx: -8.500, dy: 0.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 0.300, Z: 18.580, dx: -8.500, dy: 0.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 0.400, Z: 18.650, dx: -8.500, dy: 0.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 0.500, Z: 18.740, dx: -8.500, dy: 1.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 0.600, Z: 18.850, dx: -8.500, dy: 1.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 0.700, Z: 18.980, dx: -8.500, dy: 1.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 0.800, Z: 19.130, dx: -8.500, dy: 1.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 0.900, Z: 19.300, dx: -8.500, dy: 1.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 1.000, Z: 19.490, dx: -8.500, dy: 2.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 1.100, Z: 19.700, dx: -8.500, dy: 2.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 1.200, Z: 19.930, dx: -8.500, dy: 2.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 1.300, Z: 20.180, dx: -8.500, dy: 2.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 1.400, Z: 20.450, dx: -8.500, dy: 2.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 1.500, Z: 20.740, dx: -8.500, dy: 3.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 1.600, Z: 21.050, dx: -8.500, dy: 3.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 1.700, Z: 21.380, dx: -8.500, dy: 3.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 1.800, Z: 21.730, dx: -8.500, dy: 3.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 1.900, Z: 22.100, dx: -8.500, dy: 3.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 2.000, Z: 22.490, dx: -8.500, dy: 4.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 2.100, Z: 22.900, dx: -8.500, dy: 4.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 2.200, Z: 23.330, dx: -8.500, dy: 4.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 2.300, Z: 23.780, dx: -8.500, dy: 4.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 2.400, Z: 24.250, dx: -8.500, dy: 4.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 2.500, Z: 24.740, dx: -8.500, dy: 5.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 2.600, Z: 25.250, dx: -8.500, dy: 5.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 2.700, Z: 25.780, dx: -8.500, dy: 5.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 2.800, Z: 26.330, dx: -8.500, dy: 5.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 2.900, Z: 26.900, dx: -8.500, dy: 5.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 3.000, Z: 27.490, dx: -8.500, dy: 6.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 3.100, Z: 28.100, dx: -8.500, dy: 6.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 3.200, Z: 28.730, dx: -8.500, dy: 6.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 3.300, Z: 29.380, dx: -8.500, dy: 6.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 3.400, Z: 30.050, dx: -8.500, dy: 6.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 3.500, Z: 30.740, dx: -8.500, dy: 7.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 3.600, Z: 31.450, dx: -8.500, dy: 7.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 3.700, Z: 32.180, dx: -8.500, dy: 7.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 3.800, Z: 32.930, dx: -8.500, dy: 7.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 3.900, Z: 33.700, dx: -8.500, dy: 7.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 4.000, Z: 34.490, dx: -8.500, dy: 8.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 4.100, Z: 35.300, dx: -8.500, dy: 8.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 4.200, Z: 36.130, dx: -8.500, dy: 8.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 4.300, Z: 36.980, dx: -8.500, dy: 8.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 4.400, Z: 37.850, dx: -8.500, dy: 8.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 4.500, Z: 38.740, dx: -8.500, dy: 9.100, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 4.600, Z: 39.650, dx: -8.500, dy: 9.300, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 4.700, Z: 40.580, dx: -8.500, dy: 9.500, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 4.800, Z: 41.530, dx: -8.500, dy: 9.700, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 4.900, Z: 42.500, dx: -8.500, dy: 9.900, r: 1.000, g: 0.000, b: 0.000
X: -4.300, Y: 5.000, Z: 43.490, dx: -8.500, dy: 10.100, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -5.000, Z: 42.640, dx: -8.300, dy: -9.900, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -4.900, Z: 41.650, dx: -8.300, dy: -9.700, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -4.800, Z: 40.680, dx: -8.300, dy: -9.500, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -4.700, Z: 39.730, dx: -8.300, dy: -9.300, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -4.600, Z: 38.800, dx: -8.300, dy: -9.100, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -4.500, Z: 37.890, dx: -8.300, dy: -8.900, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -4.400, Z: 37.000, dx: -8.300, dy: -8.700, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -4.300, Z: 36.130, dx: -8.300, dy: -8.500, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -4.200, Z: 35.280, dx: -8.300, dy: -8.300, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -4.100, Z: 34.450, dx: -8.300, dy: -8.100, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -4.000, Z: 33.640, dx: -8.300, dy: -7.900, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -3.900, Z: 32.850, dx: -8.300, dy: -7.700, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -3.800, Z: 32.080, dx: -8.300, dy: -7.500, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -3.700, Z: 31.330, dx: -8.300, dy: -7.300, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -3.600, Z: 30.600, dx: -8.300, dy: -7.100, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -3.500, Z: 29.890, dx: -8.300, dy: -6.900, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -3.400, Z: 29.200, dx: -8.300, dy: -6.700, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -3.300, Z: 28.530, dx: -8.300, dy: -6.500, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -3.200, Z: 27.880, dx: -8.300, dy: -6.300, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -3.100, Z: 27.250, dx: -8.300, dy: -6.100, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -3.000, Z: 26.640, dx: -8.300, dy: -5.900, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -2.900, Z: 26.050, dx: -8.300, dy: -5.700, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -2.800, Z: 25.480, dx: -8.300, dy: -5.500, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -2.700, Z: 24.930, dx: -8.300, dy: -5.300, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -2.600, Z: 24.400, dx: -8.300, dy: -5.100, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -2.500, Z: 23.890, dx: -8.300, dy: -4.900, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -2.400, Z: 23.400, dx: -8.300, dy: -4.700, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -2.300, Z: 22.930, dx: -8.300, dy: -4.500, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -2.200, Z: 22.480, dx: -8.300, dy: -4.300, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -2.100, Z: 22.050, dx: -8.300, dy: -4.100, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -2.000, Z: 21.640, dx: -8.300, dy: -3.900, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -1.900, Z: 21.250, dx: -8.300, dy: -3.700, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -1.800, Z: 20.880, dx: -8.300, dy: -3.500, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -1.700, Z: 20.530, dx: -8.300, dy: -3.300, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -1.600, Z: 20.200, dx: -8.300, dy: -3.100, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -1.500, Z: 19.890, dx: -8.300, dy: -2.900, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -1.400, Z: 19.600, dx: -8.300, dy: -2.700, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -1.300, Z: 19.330, dx: -8.300, dy: -2.500, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -1.200, Z: 19.080, dx: -8.300, dy: -2.300, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -1.100, Z: 18.850, dx: -8.300, dy: -2.100, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -1.000, Z: 18.640, dx: -8.300, dy: -1.900, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -0.900, Z: 18.450, dx: -8.300, dy: -1.700, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -0.800, Z: 18.280, dx: -8.300, dy: -1.500, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -0.700, Z: 18.130, dx: -8.300, dy: -1.300, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -0.600, Z: 18.000, dx: -8.300, dy: -1.100, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -0.500, Z: 17.890, dx: -8.300, dy: -0.900, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -0.400, Z: 17.800, dx: -8.300, dy: -0.700, r: 1.000, g: 0.000, b: 0.000
X: -4.200, Y: -0.300, Z: 17.730, dx: -8.300, dy: -0.500, r: 1.000, g: 0.000, b: 0.000
